ID #,TITLE,DESCRIPTION,LOCATION,DISTRICT,LATITUDE,LONGITUDE
RE-071098-1,Frogtown Flexible Fund for Housing Redevelopment,"GFCDC is requesting $350,000 over 2 years, for its Frogtown Flexible Fund for Housing Redevelopment.  This funding is critical to the redevelopment of the Frogtown community because it will give GFCDC the flexibility needed to improve the condition of housing stock through a variety of methods including acquisition of vacant lots or existing houses, relocation of tenants only if necessary, demolition of dilapidated properties where rehab is financially unfeasible, as well as gap financing for new construction on vacant lots and/or rehabilitation of existing houses and gap to provide long term affordability.  GFCDC's redeveloped properties will be sold at prices affordable to low and low-moderate income families, selling at either appraised market values or below appraised values.  Flexible funding will enable GFCDC to provide quality, durable housing.","GFCDC's Service Area: University Ave on the South, BN Tracks on the North, Jackson St on the East and Lex. Ave on East",7,,
SU-071306,Pierce Butler Realignment Planning (Phase I ),"This proposal is for planning money for the Phase I construction of a realigned Pierce Butler Route from Grotto -> Arundel. Future Phase II construction (not part of this proposal) would continue the roadway to connect with 35E. The project would move the current roadway slightly northward to allow for it to continue east under the Dale Street bridge, run next to the existing railroad corridor, across the Dale Street Shops brownfield redevelopment site, turning south at Arundel and connecting back to Minnehaha there. The roadway would continue to serve the purpose of a light industrial boulevard, with street trees, improved lighting and bike paths.","Pierce Butler Route, Grotto --> Arundel","6, 7, 8, 10, 11, 12",,
SU-6602231-5,Page/Woodbury RSVP,"This is a citywide program established to improve the structural condition, safety and rideability of the city's street system.  This recurring program, which replaces the Residential Street Vitality Program, will include all city streets, both residential and arterial, and projects will be prioritized by Pavement Condition Index and Average Daily Traffic as the main criteria.",Page/Woodbury RSVP,3,,
SU-072327-2,Pierce Butler East Extension - Ph. I Construction,"The Pierce Butler East Extension project is a new roadway that will run south of, and parallel to, the BNSF Railroad and along existing Empire Drive connecting existing Pierce Butler Route to Phalen Boulevard creating a continuous east-west street connection of the West Midway Industrial area to the East Side.  This project is for the first phase of construction which is from Grotto Street (just west of Dale) to Arundel Street.  The new roadway will be built complete with 'on road' bike lanes and an 'off-road' combined bicycle/pedestrian trail. These lanes and trails will provide a bike/ped connection from the Minnehaha Recretion Center to the Gateway and Vento Trails. The road will consist of two lanes of traffic in each direction separated by a planted median with turn lanes at intersections.",Pierce Butler Route extended from Grotto to Arundel,7,,
SU-6600816-22,Earl/Mclean RSVP,"Grade and pave existing oiled and older paved residential streets with new bituminous pavement.   Other work to be done includes the construction of concrete curbs and gutters, driveway aprons, outwalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees and install street lighting.  This program also includes installation of street lighting on newer paved residential streets that currently do not have any street lighting.",Earl/Mclean RSVP,4,,
RE-550838-1,Downtown Capital Projects Fund,"This proposal would make available tax increment revenues from the Downtown Tax Increment District to finance future capital projects.  Through the repayment of a $7 million Subordinated Tax Increment Note from the City to the HRA, the City is able to finance capital projects in the downtown TIF district.  The HRA would transfer excess TIF revenues (after meeting debt service obligations) to the Downtown Capital Projects fund to cover principal and interest payments on the note and/or finance additional capital projects.  This process would continue until FY2008, and would then be closed in accordance with State law.",Downtown area,17,,
CF-660836-69A,Caulking and EFIS Repairs St Anthony Park Library- Capital Maintenance,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,2245 Como Ave,,,
SU-021423,Phalen Village Turn Lanes,"As the Phalen Corridor looks to be completed in the next 18-24 months, left turn lanes from West bound Maryland to the South Bound Phalen Boulavard need to be installed.",Maryland Avenue (Between Prosperity and Clarence),2,,
CF-021065,Furness Linear Park Extension and Improvements,"Improvements to the existing park: ground level lighting along existing trail, extend path in a northerly direction along Furness from Montana to Hoyt, provide and complete public sidewalks to Arlington (2 sides) and Sherwood (one side) from west to east. Extension: design costs on City-owned land to continue linear park; Landscaping laying asphalt trail, and reforestation where needed; proper fill to level, aesthetic fencing at private property lines; new signage and benches; ground level lighting along new trail.",Furness Parkway - Hoyt to Maryland,2,,
SU-661906-1,Safe Routes to School Program,"The City of St. Paul will be submitting a Grant Application to the State of Minnesota for new Federal ""Safe Routes to School"" funding program. The intent of the grant is to enable and encourage children to walk and bicycle to school, to make bicycling and walking to school a safer and more appealing transportation alternative for a healthy more active lifestyle at an early age, and to help plan, develop and implement projects and activities that improve safety and reduce traffic, fuel consumption, and improve air pollution near schools.",Citywide,Citywide,,
CF-052022,Data Center Consolidation and Upgrades,"Upgrade HVAC, network and electrical system to accommodate an expansion of city-wide equipment and technology infrastructure.  This upgrade includes additional air conditioner (10 to 15 ton) = $60,000, additional 125 KVA UPS = $80,000, network equipment (router, switches, etc.) and 10 gig connection = $80,000, and electrical work as needed = $15,000.",Citywide,Citywide,,
